RecordNumber,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Cannabis,Nicotine,Amphet,Amyl,Benzos,Cocaine,Crack,Ecstasy,Heroin,Ketamine,LSD,Meth,Mushrooms,Semeron,VolatileSubstance
325,-0.07854,0,1.98437,0.96082,-0.31685,0.22393,0.00332,1.43533,-0.91699,0.93949,0.19268,-0.52593,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0.49788,0,-0.05921,0.96082,-0.31685,-0.79151,1.2861,-0.17779,0.94156,2.33337,0.19268,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1.09449,1,1.16365,0.96082,-0.31685,-1.86962,1.58487,-0.01928,1.61108,1.30612,-1.37983,-0.84637,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1.09449,0,-0.05921,0.96082,-0.31685,-1.05308,0.47617,-0.71727,0.76096,0.7583,-0.21712,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1.82213,0,-1.22751,0.24923,-0.31685,-0.46725,-0.43999,-1.55521,0.94156,0.7583,-1.37983,-1.54858,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2.59171,0,-1.7379,0.24923,-0.31685,-0.14882,-0.15487,-1.42424,-1.34289,-0.00665,-0.21712,0.7654,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
337,-0.07854,0,1.16365,0.96082,-0.31685,0.41667,-0.57545,0.58331,0.43852,-1.0145,1.86203,0.7654,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
338,1.09449,0,1.16365,0.96082,-1.10702,0.62967,0.16767,-0.17779,-0.01729,1.30612,-0.21712,-0.84637,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0.49788,1,1.98437,0.96082,-0.31685,-1.86962,1.2861,0.29338,0.76096,1.46191,-0.21712,0.40148,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1.09449,0,-0.05921,0.96082,-0.31685,-0.14882,-0.30033,-0.58331,0.94156,0.7583,-1.37983,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,1.82213,0,-0.05921,0.96082,-0.31685,-1.69163,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0.49788,0,1.98437,0.96082,-0.31685,0.41667,-0.15487,0.14143,-0.01729,-0.52745,-0.21712,-0.21575,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,1.82213,0,1.16365,0.96082,-0.31685,-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,-0.07854,0,0.45468,0.96082,-0.31685,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1.09449,0,-0.05921,0.96082,-0.31685,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0.49788,0,1.16365,-0.28519,-0.31685,-0.79151,0.16767,-0.17779,-0.30172,0.7583,0.19268,0.40148,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1.09449,0,0.45468,0.96082,-0.31685,0.13606,-0.30033,-0.45174,1.11406,0.7583,-2.55524,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1.09449,0,0.45468,0.96082,-1.10702,-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1.09449,1,-1.22751,0.96082,-0.31685,-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,-0.07854,1,1.98437,0.96082,-0.31685,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
393,-0.07854,0,0.45468,0.96082,-0.31685,0.62967,0.00332,0.14143,0.28783,0.12331,-0.71126,-0.52593,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0.49788,0,-1.43719,0.96082,-0.31685,-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1.09449,1,-0.05921,0.96082,-0.31685,0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
402,-0.07854,0,-1.22751,0.96082,-0.31685,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404,-0.95197,1,-0.61113,0.96082,-0.31685,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,-0.07854,1,0.45468,0.96082,-0.31685,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0.49788,0,0.45468,0.96082,0.126,-1.05308,0.80523,-0.71727,1.2861,0.93949,-0.21712,-0.84637,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,-0.07854,1,0.45468,0.96082,-0.31685,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,-0.07854,0,0.45468,0.96082,-0.31685,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,-0.95197,0,-0.61113,0.96082,-0.31685,-0.67825,1.45421,-2.09015,-0.01729,0.58489,0.52975,0.07987,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0.49788,1,-1.7379,0.96082,-0.31685,0.41667,0.63779,-0.71727,-0.76096,-0.27607,-0.21712,-0.21575,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1.09449,0,-0.05921,0.96082,-0.31685,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,1.09449,0,0.45468,0.96082,-0.31685,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.54858,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
452,-0.95197,0,1.16365,0.96082,-0.31685,-1.1943,0.80523,-0.84732,-0.15487,0.7583,0.19268,-0.52593,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0.49788,0,1.16365,0.96082,-0.31685,-0.46725,-0.57545,0.14143,0.59042,0.7583,-1.37983,-2.07848,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0.49788,1,0.45468,0.96082,-0.31685,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,-0.95197,0,0.45468,0.96082,-0.31685,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,1.82213,0,0.45468,0.96082,0.126,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,-0.07854,0,0.45468,0.96082,-0.31685,0.41667,0.80523,-0.31776,0.94156,0.58489,-0.21712,0.07987,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
491,-0.95197,1,-2.43591,0.96082,-0.31685,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0.49788,1,-1.7379,0.96082,-0.31685,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
525,-0.95197,1,-0.61113,0.96082,-0.31685,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
528,1.82213,1,-1.22751,0.96082,-0.31685,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0.49788,1,1.98437,0.96082,-0.31685,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1.82213,1,0.45468,0.96082,-0.31685,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,-0.07854,1,1.16365,0.96082,-0.31685,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0.49788,0,1.16365,0.96082,-0.31685,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
539,1.09449,0,-0.61113,0.96082,-0.50212,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0.49788,0,0.45468,0.96082,-0.31685,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543,1.09449,0,0.45468,-0.28519,-1.10702,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,-0.07854,0,1.16365,0.96082,-0.31685,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,-0.95197,1,0.45468,0.96082,-0.31685,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
551,-0.07854,0,1.16365,-0.28519,-0.31685,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
552,-0.95197,0,0.45468,0.96082,-0.31685,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
554,-0.95197,0,1.16365,0.96082,-0.31685,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,-0.07854,0,1.16365,-0.28519,-0.22166,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,-0.07854,0,1.98437,0.96082,-0.31685,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1.09449,0,1.16365,0.96082,-0.31685,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,-0.07854,0,0.45468,0.96082,-0.31685,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,-0.95197,0,0.45468,0.96082,-0.31685,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0.49788,0,-0.05921,-0.09765,-0.31685,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
573,-0.95197,0,1.16365,0.96082,-0.31685,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,-0.07854,0,1.16365,0.96082,0.1144,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,-0.07854,0,0.45468,0.96082,-0.31685,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0.49788,0,-0.05921,0.96082,-0.31685,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,-0.95197,1,-0.05921,0.96082,-0.31685,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
608,-0.95197,1,0.45468,0.96082,-0.31685,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
621,1.82213,1,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,0.49788,0,1.16365,0.96082,-0.31685,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,-0.95197,0,0.45468,0.96082,-0.31685,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1.09449,0,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,0.49788,0,-0.05921,0.24923,-0.31685,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,-0.95197,0,0.45468,0.96082,-0.31685,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,1.09449,1,0.45468,0.96082,-0.31685,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
644,-0.07854,0,1.16365,0.96082,-1.10702,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
646,1.09449,1,0.45468,0.96082,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,1.29221,-0.52593,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,-0.95197,0,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
659,-0.95197,1,1.16365,0.96082,-0.31685,0.62967,0.16767,0.44585,-0.30172,-0.52745,0.88113,0.07987,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
661,-0.07854,0,1.16365,0.96082,-1.10702,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,-0.95197,0,0.45468,0.96082,-0.31685,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
663,-0.07854,0,0.45468,0.96082,-0.31685,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
673,-0.95197,1,0.45468,0.96082,-0.31685,-0.24649,0.00332,1.43533,0.76096,0.93949,0.52975,-0.21575,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
677,-0.95197,1,-0.05921,0.96082,-0.31685,0.22393,0.00332,-1.68062,-0.15487,0.25953,0.88113,0.7654,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
683,-0.07854,1,1.16365,0.96082,-0.31685,1.37297,-1.7625,0.44585,0.28783,0.58489,-1.37983,-0.84637,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,-0.95197,0,-0.61113,0.24923,-0.31685,1.60383,0.96248,1.43533,-0.30172,-0.89891,0.88113,1.2247,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,-0.07854,0,0.45468,0.96082,-0.31685,-0.14882,-0.15487,-0.97631,0.13136,0.41594,-0.71126,-0.52593,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
693,1.09449,0,1.16365,0.96082,-0.31685,0.22393,-0.69509,-0.31776,-0.30172,-0.52745,-0.71126,-0.84637,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
696,0.49788,0,1.16365,0.96082,-0.31685,-0.14882,-0.43999,-0.01928,1.2861,1.81175,-0.71126,-1.18084,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
704,1.82213,1,0.45468,0.96082,-0.31685,-1.43907,0.80523,-0.17779,-0.91699,-0.14277,-0.71126,0.07987,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
707,-0.95197,0,0.45468,0.96082,-0.31685,-0.14882,-0.94779,-1.42424,-0.45321,0.25953,0.52975,-0.84637,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
710,-0.95197,1,-0.05921,0.96082,-0.31685,-0.92104,-0.30033,-0.71727,0.59042,0.41594,-0.71126,-1.54858,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
715,-0.95197,1,-0.05921,0.96082,-0.31685,0.73545,1.11406,0.44585,-1.07533,-0.27607,0.88113,1.92173,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
724,-0.07854,0,0.45468,0.96082,-0.31685,-0.92104,1.45421,0.29338,0.94156,0.58489,0.19268,-0.52593,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,-0.07854,0,1.16365,0.96082,-0.22166,0.31287,0.63779,-0.58331,0.13136,-0.14277,0.19268,-0.21575,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
746,1.09449,1,-0.61113,0.96082,-0.31685,-0.92104,0.16767,-0.01928,0.59042,-1.5184,1.29221,-0.21575,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
747,-0.07854,0,-1.7379,0.96082,-0.31685,0.73545,0.32197,-1.11902,0.43852,-0.40581,-0.71126,-0.21575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0.49788,0,1.98437,0.96082,-0.31685,-1.69163,0.96248,-0.97631,1.61108,2.04506,-0.21712,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,-0.95197,1,-0.61113,-0.57009,-0.31685,1.72012,0.32197,-1.11902,-0.45321,-2.42317,2.90161,-0.21575,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,-0.95197,0,1.16365,0.96082,-0.50212,0.52135,-1.37639,-1.82919,0.94156,0.25953,0.52975,-0.84637,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
790,-0.95197,1,-0.61113,0.96082,-0.31685,-2.05048,0.16767,0.7233,0.13136,0.7583,0.19268,1.2247,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,-0.95197,1,-0.61113,-0.57009,-0.31685,0.91093,-0.80615,0.14143,0.59042,-0.14277,-0.21712,0.7654,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
836,-0.07854,0,1.16365,-0.57009,-0.31685,0.82562,-0.69509,-0.01928,-0.30172,0.58489,-0.21712,-0.84637,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
900,-0.07854,1,0.45468,-0.57009,-0.31685,1.8399,-0.30033,-0.45174,-0.45321,-1.0145,1.86203,1.92173,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
920,-0.95197,0,-0.61113,-0.57009,-0.31685,1.72012,-1.6334,-0.17779,1.61108,0.41594,0.52975,1.2247,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
935,-0.95197,0,0.45468,0.96082,-0.31685,-0.24649,0.00332,1.06238,0.59042,2.04506,-0.71126,-0.52593,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,-0.95197,1,-0.61113,-0.28519,-0.31685,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,-0.95197,0,-0.61113,0.96082,-0.31685,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,-0.95197,0,0.45468,-0.57009,-0.31685,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,-0.95197,1,-0.05921,0.96082,-0.31685,-1.1943,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,-0.95197,0,-1.22751,-0.57009,0.1144,-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,0.49788,0,-1.43719,0.24923,-0.31685,1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,-0.07854,0,1.98437,0.96082,-0.31685,-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,-0.07854,0,1.16365,-0.28519,-0.22166,-0.05188,-1.37639,-0.45174,-0.15487,1.30612,-0.21712,-1.18084,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,-0.95197,1,1.16365,0.96082,-0.31685,0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,-0.95197,0,1.16365,0.96082,-0.31685,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,0.49788,0,1.98437,0.96082,-0.31685,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,0.49788,0,-0.05921,0.24923,-0.31685,0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1.09449,1,-0.05921,0.96082,-0.31685,-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,0.49788,0,-0.05921,0.96082,-0.31685,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,-0.07854,0,1.16365,0.96082,0.1144,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.7654,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,-0.95197,0,1.16365,0.96082,-0.31685,-1.1943,1.58487,0.29338,1.11406,1.30612,-0.21712,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,-0.95197,0,1.16365,0.96082,-0.31685,-0.24649,0.47617,0.88309,-0.15487,1.81175,0.52975,0.40148,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,-0.95197,0,1.16365,-0.28519,-0.31685,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,-0.95197,0,1.16365,0.96082,-0.31685,0.62967,1.45421,-0.17779,2.46262,-0.52745,1.29221,0.40148,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,-0.07854,1,1.16365,0.96082,-0.31685,1.13281,-1.09207,-0.84732,-0.01729,0.12331,-0.21712,-2.07848,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,-0.07854,0,1.98437,0.96082,-0.31685,-0.14882,-0.30033,-0.45174,2.23427,1.63088,-1.37983,0.07987,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,-0.07854,0,1.98437,0.96082,-0.31685,-0.05188,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,-0.07854,0,0.45468,-0.28519,-0.31685,0.31287,-1.92173,-0.01928,0.59042,-1.25773,-0.21712,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,1.82213,0,1.16365,-0.57009,0.1144,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,0.52975,1.92173,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,-0.07854,0,0.45468,-0.28519,-0.31685,0.13606,-1.6334,0.44585,0.94156,-1.64101,-0.21712,-0.84637,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,1.09449,1,0.45468,0.96082,-0.31685,-0.46725,1.58487,1.43533,1.45039,1.30612,-0.21712,-0.21575,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,0.49788,0,-0.05921,0.96082,-0.31685,0.73545,0.47617,-1.42424,-0.91699,0.12331,1.29221,0.7654,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,-0.95197,1,-0.61113,-0.57009,-0.22166,-1.05308,1.93886,1.24033,0.13136,0.58489,0.52975,0.40148,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,-0.95197,0,-0.61113,-0.28519,-0.31685,1.60383,-0.43999,0.44585,0.59042,0.41594,0.19268,0.07987,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,-0.95197,0,0.45468,0.96082,-0.31685,-0.05188,0.16767,0.44585,-1.34289,0.41594,0.52975,0.7654,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,0.49788,0,0.45468,0.96082,-0.31685,1.02119,-1.37639,-0.45174,-0.15487,-0.89891,-0.21712,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,1.09449,0,0.45468,0.96082,-0.31685,-1.32828,1.74091,-0.01928,0.13136,2.04506,-1.37983,-0.84637,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,1.09449,0,-0.05921,0.96082,-0.31685,-1.32828,-0.30033,-2.21069,1.61108,-1.25773,-1.37983,-1.54858,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,1.82213,1,0.45468,0.96082,-0.31685,0.13606,-0.57545,-0.84732,-0.45321,-1.25773,0.52975,0.07987,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,1.09449,0,-0.05921,0.96082,-0.31685,-0.58016,-0.30033,-0.31776,1.2861,0.58489,-1.37983,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,0.49788,0,1.16365,0.96082,-0.31685,-0.92104,-0.15487,0.44585,-0.45321,1.13407,-0.71126,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,0.49788,0,-1.43719,0.96082,-0.31685,0.31287,-1.6334,-1.97495,-1.07533,-1.38502,-1.37983,-2.07848,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
